"No","Nama Perusahaan","Merek Dagang","Kota","Alamat","Telepon/WA","Email","Website","Jenis","Link HIMPUH","Status Follow-up","Catatan"
"380","PT. Noorhana Pertiwi Tour & Travel","NOORHANA PERTIWI","Jakarta","Perkantoran Nirwana Sunter Asri Blok J-2 No. 6 Tahap Iii Jl. Sunter Permai Raya, Tanjung Priok, Jakarta Utara, DKI Jakarta, 14340","+62216512868","noorhana78@yahoo.co.id","www.noorhanapertiwi.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/56","Belum dihubungi",""
"381","PT. Nurul Amanah Sirindo","AMANAH TOUR","Jakarta","Graha Mustika Ratu, Jl. Gatot Subroto Lt. Gf No. 74-75, Tebet, Jakarta Selatan, DKI Jakarta, 12870","+622183705286","amanahtour@hotmail.com","www.amanahsemestatour.blogspot.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/57","Belum dihubungi",""
"382","PT. Pandu As Shofa","Ashofaa Tour & Travel","Jakarta","Puri Sentra Niaga, Jl. Tarum Barat Blok A/14,kel. Kalimalang, Makasar, Jakarta Timur, DKI Jakarta, 13620","+62218603940","pastravel14@gmail.com, ashofaatourtravel@gmail.com","www.panduasshofa.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/58","Belum dihubungi",""
"383","PT. Biro Perjalanan Wisata Proconfo","PROIN TRAVEL","Jakarta","Jl. Rs Fatmawati No. 15 Komplek Golden, Cilandak, Jakarta Selatan, DKI Jakarta, 12420","+62217665858","info@proconfo.id, umrah@proconfo.id, febi@proconfo.id","www.proinumrah.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/59","Belum dihubungi",""
"384","PT. Sabilina Tours & Travel","SABILINA TOURS","Bekasi","Komp. Ruko Kranggan Permai Blok RT. 16 No. 9, Jati Sampurna, Bekasi, Jawa Barat, 17433","+622184597473","sabilina@sabilinatours.com","www.sabilinatours.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/65","Belum dihubungi",""
"385","PT. Sakinah Tour & Travel","WAN TOUR","Jakarta","GRAHA ATIKA, Lt.3, Jl. Warung Jati Barat No. 7 Rt.002/005, Pancoran, Jakarta Selatan, DKI Jakarta, 12710","+622122768061","travelsakinah2019@gmail.com, ismail_mashabii@yahoo.com","www.sakinahtourtravel.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/66","Belum dihubungi",""
"386","PT. Shaka Mulia Wisata","SHAKA TOUR & TRAVEL","Jakarta","Jl. Bintaro Raya No. 21A Tanah Kusir Kebayoran lama, Kebayoran Lama, Jakarta Selatan, DKI Jakarta, 12240","+622184599960","shaka_travel@yahoo.com, hajiumrah@shakamulia.com","www.shakamulia.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/69","Belum dihubungi",""
"387","PT. Srikandi Nuansa Wisata Indonesia","SENI TOURS & TRAVEL","Jakarta","Apartemen Cervino Village GF Blok.H Jl. KAbdullah Syafei Kav.27, Tebet Barat, Tebet, Jakarta Selatan, DKI Jakarta, 12810","+622132453511","seni_tnt@yahoo.com","-","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/70","Belum dihubungi",""
"388","PT. Suhada Arafah Wisata","SUHADA TOUR","Jakarta","Jl. Pemuda No. 9A, , Pulo Gadung, Jakarta Timur, DKI Jakarta, 13220","+622122861686","eks.anggota.himpuh@gmail.com","www.suhadaarafahwisata.com","Biro Perjalanan Wisata (BPW)","https://himpuh.or.id/daftar-anggota/detail/71","Belum dihubungi",""
"389","PT. Surya Sekawan Nusa","SEKAWAN TOUR","Jakarta","Jl. tebet Barat IX No. 58 rt.006 Rw.004, Tebet, Jakarta Selatan, DKI Jakarta, 12810","+622183700876","suryasekawan@yahoo.com","-","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/72","Belum dihubungi",""
"390","PT. Terminal Wisatawan Kelana Indah","TERMINAL HAJI TOURS","Jakarta","Jl. Raya Bogor Km 22 No. 4 A , Ciracas, Jakarta Timur, DKI Jakarta, 13810","+622187782169","terminalhaji@yahoo.co.id, terminalhaji2018@gmail.com","","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/73","Belum dihubungi",""
"391","PT. Zimah Tour & Travel","ZIMAH TOUR & TRAVEL","Jakarta","Jl. Raya Kebayoran Lama No. 9a,rt.004/001, Kebon Jeruk, Jakarta Barat, DKI Jakarta, 11540","+622122539801","eks.anggota.himpuh@gmail.com","","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/78","Belum dihubungi",""
"392","PT. Rayan Sirindo Barakah","RAYAN TOUR","Jakarta","JL.JATINEGARA TIMUR IV NO.9B, Jatinegara, Jakarta Timur, DKI Jakarta, 13310","+62218514141","visa.rayan@yahoo.com, haydar_rayan@yahoo.com","-","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/80","Belum dihubungi",""
"393","PT. Redho Illahi Wisata","Redho Tours","Tangerang","Jl. Pahlawan Raya No. 97, Ciputat Timur, Tangerang Selatan, Banten, 15412","+62217496093","redhoillahiwisata@yahoo.com, redho.kalsel@gmail.com","www. redhowours.CO.ID","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/81","Belum dihubungi",""
"394","PT. Rihlah El Ibad","RIAD TRAVEL","Jakarta","Jl. Condet Raya No.27 , Kramat Jati, Jakarta Timur, DKI Jakarta, 13520","+62218007122","riattravel09@gmail.com, info@riadtravel.co.id","www.riadtravel.co.id","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/82","Belum dihubungi",""
"395","PT. Sahara Kafilah Wisata","SAHARA KAFILA TOUR","Jakarta","Jl. Raya Bogor Km. 21 No. 1-2 Rambutan, Ciracas, Ciracas, Jakarta Timur, DKI Jakarta, 13830","+62218403641","saharakafila@yahoo.com, lutfi@saharakafila.com, hendra@saharakafila.com","www.saharakafila.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/84","Belum dihubungi",""
"396","PT. Tawakkal International Tour & Travel","TAWAKKAL","Tangerang","Jl. Pahlawan Seribu Ruko Golden Road, Blok.c32 No. 2 Bsd City, Serpong, Tangerang Selatan, Banten, 15322","+622153157365","tawakkal_hajiumroh@yahoo.com, tawakal.visaa@gmail.com","","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/87","Belum dihubungi",""
"397","PT. Trimitra Rezeki Wisata","Sinergi Braling","Jakarta","Rukan Avenue Blok 8 No. 079, Cakung, Jakarta Timur, DKI Jakarta, 13910","+622129844344","trimitrasub_umrahhaji@yahoo.com","","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/88","Belum dihubungi",""
"398","PT. Aero Globe Indonesia","AEROHAJJ","Jakarta","Jl. Prajurit Kko Usman & Harun No. 32, Senen, Senen, Jakarta Pusat, DKI Jakarta, 10410","+622183780480","aerohajj@aerowisatatravel.com","www.aerohajj.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/91","Belum dihubungi",""
"399","PT. Al Badriyah Wisata","PT. ALBADRIYAH WISATA","Jakarta","Vinilon Building Jl. Raden Saleh No. 13-17 Cikini - Jakarta Pusat, Kenari, Senen, Senen, Jakarta Pusat, DKI Jakarta, 10430","+622129619715","albadarwisata@gmail.com, subaebasni.sarbini@gmail.com","www.albadarwisata.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/93","Belum dihubungi",""
"400","PT. Al Hijrah Mulia Wisata","AL-HIJRAH TOUR & TRAVEL","Jakarta","Gd. Utaka 66, Lantai 1, Ruang 101,  Jl. Utan Kayu Raya No. 66 B, Matraman, Jakarta Timur, DKI Jakarta, 13220","+622185909536","alhijrah.muliawisata@gmail.com","www.alhijrah.id","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/96","Belum dihubungi",""
"401","PT. Arfina Margi Wisata","AL AZHAR TOUR & TRAVEL","Jakarta","Jl. Ciledug Raya No. 123a, Kebayoran Lama, Jakarta Selatan, DKI Jakarta, 12230","+622172787647","alazhar_arfina@yahoo.com","www.alazhartourtravel.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/99","Belum dihubungi",""
"402","PT. As-salam Mulya Al-haromain","PT. AS-SALAM MULYA AL-HAROMAIN","Jakarta","Jl. Ciputat Raya No. 4A Kebayoran lama Jakarta Selatan, Kebayoran Lama, Jakarta Selatan, DKI Jakarta, 12240","+62217290758","as_salam_mulya@yahoo.co.id","www.gatracktour.com","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/101","Belum dihubungi",""
"403","PT. Attaqwa Garuda Insani","ATTAQWA TOUR","Jakarta","Wijaya Grand Centre Blok E/5, Jl. Wijaya Ii, Kebayoran Baru, Jakarta Selatan, DKI Jakarta, 12160","+62217393963","attaqwa_garuda_insani@yahoo.com","www.attaqwaumrohhaji.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/102","Belum dihubungi",""
"404","PT. Avianca Muliatama","AMANAH MULIA UMRAH & HAJJ SERVICE","Jakarta","Jl. Jend. Basuki Rahmat No. 25, Jatinegara, Jakarta Timur, DKI Jakarta, 13410","+622185911888","ticketing.avianca@gmail.com, amanah.mulia@yahoo.com, amanah.mulia2@gmail.com","www.amanahmulia.co.id","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/103","Belum dihubungi",""
"405","PT. Awana","Awana Tours & Travel","Jakarta","Jl. Pelita No. 2-g, Kebayoran Lama, Jakarta Selatan, DKI Jakarta, 12240","+62217238613","awana.tour@yahoo.co.id","www.awanatravel.co.id","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/104","Belum dihubungi",""
"406","PT. Caraka Wisata Tour","CARAKA WISATA","Jakarta","Jl. Jati Baru Raya No. 56a, Gambir, Jakarta Pusat, DKI Jakarta, 10150","+62213451476","caraka.wisata@yahoo.co.id, caraka.wisata@yahoo.co.id","www.carakawisata.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/106","Belum dihubungi",""
"407","PT. Ceria Patria Wisata","Ceria Tours","Jakarta","Jl. Cempaka Putih Raya No.25, Cempaka Putih, Jakarta Pusat, DKI Jakarta, 10520","+622142872822","ceriapatriawisata@yahoo.co.id, ceriapatriawisata@gmail.com","www.ceriatours.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/107","Belum dihubungi",""
"408","PT. Mariam Riadien","MARIAM TRAVEL","Jakarta","Gedung Bangka 33 Lt. 2 Ruang 206, Jl. Kemang Raya No. 124b Bangka Pela Mampang, Mampang Prapatan, Jakarta Selatan, DKI Jakarta, 12720","+622171793347","eks.anggota.himpuh@gmail.com","www.mariamtravel.co.id","Biro Perjalanan Wisata (BPW)","https://himpuh.or.id/daftar-anggota/detail/112","Belum dihubungi",""
"409","PT. Nursa Tours & Travel","NURSA TOURS","Jakarta","Jl. Utan Kayu Raya No. 108, Matraman, Jakarta Timur, DKI Jakarta, 13120","+622185914431","eks.anggota.himpuh@gmail.com","www.nursa.co.id","Biro Perjalanan Wisata (BPW)","https://himpuh.or.id/daftar-anggota/detail/116","Belum dihubungi",""
"410","PT. Oranye Patria Wisata","ORANYE TOUR","Jakarta","Jl. Condet Raya No.12, Rt. 004/005, Kramat Jati, Jakarta Timur, DKI Jakarta, 13640","+622180886645","oranye_pw@yahoo.co.id, oranyepatriawisata@gmail.com","www.oranyetravel.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/117","Belum dihubungi",""
"411","PT. Pandi Kencana Murni","PAKEM Tours","Jakarta","Rukan Bisnis Park Kirana Cawang Jl. DI. Pandjaitan Kav. 48 Blok A-5 , Jatinegara, Jakarta Timur, DKI Jakarta, 13340","+622129067433","pakem_tours@yahoo.co.id, pakemtours.ops@gmail.com","www.pakemtours.co.id","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/118","Belum dihubungi",""
"412","PT. Gatra Citra Kencana","GACIKEN","Jakarta","Jl. Warung Jati Timur No. 26, Pancoran, Jakarta Selatan, DKI Jakarta, 12740","+622179191851","gatra_umrahhaji@yahoo.com, umrahhaji_group@yahoo.com","www.gatracktour.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/119","Belum dihubungi",""
"413","PT. Prima Mulia Wisata","PRIMA MULIA WISATA","Depok","Jl. Meruyung Raya No. 2 Rt.002/010, Pancoran Mas, Depok, Jawa Barat, 16434","+6221778888720","primamulia_wisata@yahoo.com, primamuliawisata02@gmail.com","www.primamuliawisata.blogspot.co.id","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/122","Belum dihubungi",""
"414","PT. Ibapuisi Tour & Travel","PT. IBAPUISI TOUR & TRAVEL","Bekasi","Jl. Sultan Hasanuddin Ruko Permata Blok A2 No. 44, Tambun Selatan, Bekasi, Jawa Barat, 17510","+622189523333","ibapuisi.tour@gmail.com, ptibapuisi@gmail.com, info@ptibapuisi.com","www.ibapuisi.co.id","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/123","Belum dihubungi",""
"415","PT. Kartika Utama","HARAMAINKU","Bogor","Cibubur Country RBOD 01 Rt.06/02, Gunung Putri, Bogor, Jawa Barat, 16966","+622129099858","haramainku@gmail.com, haramainku@yahoo.com","www.haramainku.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/125","Belum dihubungi",""
"416","PT. Kharissa Permai Holiday","PT. KHARISSA TOURS & TRAVEL","Jakarta","Jl. Cilosari No.24-b, Menteng, Jakarta Pusat, DKI Jakarta, 10330","+62213153554","eks.anggota.himpuh@gmail.com","www.kharissatours.com","Biro Perjalanan Wisata (BPW)","https://himpuh.or.id/daftar-anggota/detail/126","Belum dihubungi",""
"417","PT. Kubah Wisata Nusantara","KUBAH WISATA NUSANTARA","Jakarta","Komplek Duta Merlin Blok E31, Jl. Gajah Mada, Gambir, Jakarta Pusat, DKI Jakarta, 10130","+62216305144","kubahwisata97@yahoo.com","www.kubahwisata.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/127","Belum dihubungi",""
"418","PT. Madinah Iman Wisata","MADINAH IMAN WISATA","Tangerang","Jl. Merpati Raya, Ruko Harvest No.26., Ciputat, Tangerang Selatan, Banten, 15413","+62217422898","tour.madinah@gmail.com, info@madinahiman.co.id, infopusat1@gmail.com","www.madinahiman.co.id","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/129","Belum dihubungi",""
"419","PT. Marco Tour & Travel","MARCO TOUR & TRAVEL","Jakarta","Gedung Marco, Jl. Casablanca 1A Rt.009/010, Tebet, Jakarta Selatan, DKI Jakarta, 13350","+62218576343","umrah.marco@gmail.com, visaumrah.marco@gmail.com","www.marcoumrah.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/130","Belum dihubungi",""
"420","PT. Penata Rihlah","PENA TOUR","Jakarta","Jl. Raya Rusli Hakim No.1c, Pasar Minggu, Jakarta Selatan, DKI Jakarta, 12520","+62217949155","penatour14@gmail.com, halo@penatour.co.id","www.penatour.co.id","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/132","Belum dihubungi",""
"421","PT. Mideast Express","Mideast Tour","Jakarta","Jl. Lapangan Roos Raya No. 8, Tebet, Jakarta Selatan, DKI Jakarta, 12480","+62218304602","mideast_2002@yahoo.com, salmin_saleh@yahoo.com","www.mideastour.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/136","Belum dihubungi",""
"422","PT. Gaido Azza Darussalam Indonesia","Gaido Travel & Tours","Jakarta","Jl. Kyai Caringin No. 5 Cideng Jakarta Pusat, Gambir, Jakarta Pusat, DKI Jakarta, 10150","+622134834400","haji@gaidotravel.com, umroh@gaidotravel.com","www.gaidotravel.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/139","Belum dihubungi",""
"423","PT. Witami Prabuana Cipta","WITAMI TOURS & TRAVEL","Jakarta","Jl. Rawajati Timur Raya No. 2, Pancoran, Jakarta Selatan, DKI Jakarta, 12750","+62217974461","eks.anggota.himpuh@gmail.com","www.witamitravel.com","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/140","Belum dihubungi",""
"424","PT. Zamzam Sumbula Thoyyiba","Zamzam Travel","Jakarta","Jalan Panglima Polim V no 4 keb baru Melawai Jakarta Selatan , Kebayoran Baru, Jakarta Selatan, DKI Jakarta","+622127092009","zamzamst@gmail.com","www.zamzamsumbula.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/141","Belum dihubungi",""
"425","PT. Minamas Angkasa Sakti","PT. MINAMAS ANGKASA SAKTI","Jakarta","Jl. Bendungan Hilir Raya No. 18 Rt. 002 RW. 004 Kel. Bendungan Hilir Kec. Tanah Abang Kota Administrasi Jakarta Pusat Provinsi Daerah Khusus Ibukota Jakarta, Tanah Abang, Jakarta Pusat, DKI Jakarta, 10210","+620215735556","minamas_tours@yahoo.co.id","www.minamastravel.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/143","Belum dihubungi",""
"426","PT. Biro Perjalanan Wisata Razek Tour & Travel","RAZEK TOURS","Jakarta","Jl. Bendungan Hilir Raya No.18, Tanah Abang, Jakarta Pusat, DKI Jakarta, 10210","+62215732040","razektour_visa@yahoo.co.id, razektour.haji@yahoo.com","www.razektour.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/144","Belum dihubungi",""
"427","PT. Al Amsor Mubarokah Wisata","AMSOR TOUR","Jakarta","Bona Indah Plaza A2-A5, Jl. Karang Tengah Raya, Cilandak, Jakarta Selatan, DKI Jakarta, 12440","+62217944825","alamsorwisata@yahoo.co.id","www.al-amsor.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/145","Belum dihubungi",""
"428","PT. Alfir Wisata","ALFIR TOUR & TRAVEL","Jakarta","Jl. Taman Makam Pahlawan Kalibata No. 1, Pancoran, Jakarta Selatan, DKI Jakarta, 12760","+622122793053","alfir_wisatautama@yahoo.com, visa_alfir@yahoo.com","www.alfirwisata.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/148","Belum dihubungi",""
"429","PT. Arnusaid Tour & Travel","ARNUSSA TOUR","Jakarta","Jl. Bendungan Hilir Iv No. 18, Tanah Abang, Jakarta Pusat, DKI Jakarta, 10210","+62215735505","arnussatour@yahoo.com, arnussatour.travel@gmail.com","-","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/149","Belum dihubungi",""
"430","PT. As-syirbani Mandiri Wisata","SAMAWA TOUR","Jakarta","Jl. Asem Baris Raya No. 8c, Tebet, Jakarta Selatan, DKI Jakarta, 12830","+622183787992","eks.anggota.himpuh@gmail.com","www.samawatour.co.id","Biro Perjalanan Wisata (BPW)","https://himpuh.or.id/daftar-anggota/detail/150","Belum dihubungi",""
"431","PT. Basmah Aryo Wisata","BASMAH TOUR","Jakarta","Graha Mas Fatmawati Blok A 31, Kebayoran Baru, Jakarta Selatan, DKI Jakarta, 12150","+62217202356","maghfiroh_basmah@yahoo.com, maghfiroh02basmah@gmail.com","www.basmah@yahoo.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/152","Belum dihubungi",""
"432","PT. Bina Kreasi Pesona Selaras","BINA WISATA","Jakarta","Jl. Palbatu Raya No. 6 Casablanca No. 6 Rt. 001/rw. 004, Tebet, Jakarta Selatan, DKI Jakarta, 12810","+62218353811","eks.anggota.himpuh@gmail.com","www.binawisata.com","Biro Perjalanan Wisata (BPW)","https://himpuh.or.id/daftar-anggota/detail/153","Belum dihubungi",""
"433","PT. Farah Faza Astatama","FARFAZA","Jakarta","Jl. Kramat II No.59 Kwitang, Senen, Jakarta Pusat, Senen, Jakarta Pusat, DKI Jakarta, 10430","+62213908429","farfaza_jkt@yahoo.co.id, saodahfarfaza@gmail.com","www.farfazatravel.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/156","Belum dihubungi",""
"434","PT. Flywell Travel","PT. Flywell Travel Indonesia","Jakarta","Jl. Jend. Sudirman Kav. 3-4, Tanah Abang, Jakarta Pusat, DKI Jakarta, 10210","+62215711000","eks.anggota.himpuh@gmail.com","-","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/157","Belum dihubungi",""
"435","PT. Gadika Expressindo","Gadika","Jakarta","Jl. Bulak Rantai No.1c, Kramat Jati, Jakarta Timur, DKI Jakarta, 13510","+622180888682","gadika_travel@yahoo.com, diana_gadika@yahoo.com","www.gadikaexpressindo.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/158","Belum dihubungi",""
"436","PT. Biro Perjalanan Wisata Helutrans Alhaadi Ziarah","Haztour","Jakarta","Ruko Puri Sentra Niaga Blok A No.5-6, Cipinang Melayu, Makasar, Makasar, Jakarta Timur, DKI Jakarta, 13620","+622186601315","nadjibsalim@ymail.com, fudhorihaztour@ymail.com, helutransalhaadiziarahtour@gmail.com","www.haztour.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/160","Belum dihubungi",""
"437","PT. Biro Perjalanan Wisata Hudaya Safari","HUDAYA SAFARI TRAVEL","Jakarta","Gedung Dewan Da'wah Lt.3 Jl. Raya Kebon Jeruk No. 12 Kelurahan Kebon Jeruk Kecamatan Kebon Jeruk Kota Jakarta Barat, Kebon Jeruk, Jakarta Barat, DKI Jakarta, 10450","+622131900306","hudayasafari@gmail.com, info@hudayasafari.com","www.hudayasafari.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/161","Belum dihubungi",""
"438","PT. Khalifa Wisata","KHATRAV","Jakarta","Bukit Podomoro Business Park, Jl. I GUsti Ngurah Rai No. 20, Klender, Duren Sawit, Jakarta Timur, DKI Jakarta","+622183794854","khalifa_wisata@yahoo.co.id, khalifawisata29@gmail.com","www.khalifatravel.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/162","Belum dihubungi",""
"439","PT. Khalifa International Bussiness","KHALIFA HAJJ","Jakarta","Jl. Basuki Rahmat No. 25, Jatinegara, Jakarta Timur, DKI Jakarta, 13350","+62218517262","umrah@asiawisata.com, info@asiawisata.com","www.khalifahajj.travel","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/163","Belum dihubungi",""
